"","salary","age","elevel","car","zipcode","credit","brand"
"3085",105921.3563,24,3,12,5,214979.9221,"Elago"
"3086",99767.68615,35,3,3,2,418235.2525,"Belkin"
"3087",34561.11664,35,3,1,1,41777.94511,"Elago"
"3088",132815.0338,49,4,3,3,347580.2894,"Elago"
"3089",95321.65824,54,1,9,3,106877.5946,"Belkin"
"3090",38520.38884,69,4,19,2,324860.0023,"Belkin"
"3091",118644.5588,31,2,15,5,406063.3396,"Elago"
"3092",59895.85661,27,1,3,5,242868.6991,"Elago"
"3093",48101.18572,75,3,2,7,144272.8544,"Belkin"
"3094",120026.6336,20,3,1,0,157551.6504,"Elago"
"3095",149142.3679,56,1,3,1,349297.9786,"Belkin"
"3096",113156.2899,36,1,10,2,465816.4345,"Elago"
"3097",73273.87455,72,1,14,8,245235.2441,"Belkin"
"3098",127905.2199,55,3,5,0,262522.3224,"Elago"
"3099",88058.16709,46,1,20,1,263299.421,"Belkin"
"3100",60259.85363,32,3,2,6,284728.1677,"Elago"
"3101",65044.63954,69,1,18,3,479522.687,"Belkin"
"3102",66552.75597,79,2,17,8,116927.113,"Belkin"
"3103",143773.1957,53,2,3,5,430551.2134,"Elago"
"3104",30877.50287,51,1,6,6,213999.7425,"Elago"
"3105",141353.3992,48,2,8,5,192256.3548,"Elago"
"3106",138185.8462,61,3,17,2,284711.9371,"Belkin"
"3107",42579.66712,34,4,3,3,392029.5012,"Elago"
"3108",61438.30397,73,2,4,3,187089.6797,"Belkin"
"3109",150000,38,2,2,2,78666.23627,"Elago"
"3110",88090.61309,71,3,4,1,66374.65354,"Belkin"
"3111",73996.89024,35,4,1,4,59235.67276,"Belkin"
"3112",126426.5621,77,1,5,0,449262.6432,"Belkin"
"3113",47481.16778,80,1,1,1,159547.3419,"Belkin"
"3114",52724.08134,63,1,11,7,23786.41431,"Belkin"
"3115",38163.67259,79,4,4,8,357990.1893,"Belkin"
"3116",39867.58689,63,2,3,5,297107.5707,"Belkin"
"3117",66301.64993,36,2,7,3,26874.5496,"Belkin"
"3118",131505.5812,27,3,2,4,424886.6186,"Elago"
"3119",34935.08712,68,1,1,3,282746.5202,"Belkin"
"3120",77941.25718,43,3,20,4,448350.6442,"Belkin"
"3121",28001.20344,52,3,4,8,57272.48285,"Elago"
"3122",92220.40145,77,1,8,6,334287.6987,"Belkin"
"3123",105510.5664,37,4,6,1,214383.0109,"Elago"
"3124",100628.0173,58,3,1,0,282254.4457,"Belkin"
"3125",37131.71309,44,2,17,6,22410.91637,"Elago"
"3126",54913.74055,80,1,5,2,286696.1403,"Belkin"
"3127",99268.79343,50,3,11,2,445088.8499,"Belkin"
"3128",86681.13938,31,2,2,8,114910.904,"Belkin"
"3129",104551.1768,20,4,17,3,477384.8425,"Elago"
"3130",94529.0828,63,4,8,0,341396.6649,"Belkin"
"3131",49360.91256,49,1,14,0,311615.6636,"Elago"
"3132",69550.93264,42,3,17,3,199237.5357,"Elago"
"3133",69247.05965,62,2,2,6,63198.20603,"Belkin"
"3134",100434.6828,35,1,18,4,429705.4228,"Belkin"
"3135",116342.5232,49,1,8,6,391053.7791,"Belkin"
"3136",131798.3912,53,1,9,7,439391.1603,"Elago"
"3137",145807.6852,32,1,11,2,399150.9944,"Elago"
"3138",23374.80455,53,2,2,7,203711.8182,"Elago"
"3139",136691.2472,53,4,19,3,200929.3309,"Elago"
"3140",80430.96133,41,1,3,3,474302.6838,"Belkin"
"3141",145794.9716,78,2,20,7,268456.572,"Belkin"
"3142",93024.34832,61,3,12,1,3401.796684,"Belkin"
"3143",145051.6996,35,4,18,7,90487.77614,"Elago"
"3144",106529.1892,79,1,2,2,268936.9942,"Belkin"
"3145",109988.6332,79,2,17,8,477065.5138,"Belkin"
"3146",141456.9376,51,2,8,6,456088.7889,"Elago"
"3147",135208.418,37,3,13,3,276739.1801,"Elago"
"3148",115880.802,62,3,8,6,382924.9661,"Belkin"
"3149",71803.01394,65,1,14,3,27456.40765,"Belkin"
"3150",109574.5254,66,1,19,0,414366.6303,"Belkin"
"3151",74420.67811,53,3,7,7,35201.59032,"Belkin"
"3152",136148.7808,57,4,18,4,105655.5031,"Belkin"
"3153",72758.63465,35,4,4,2,413268.807,"Belkin"
"3154",51942.09795,56,1,19,4,243818.897,"Belkin"
"3155",62196.77282,25,4,9,6,88660.73437,"Elago"
"3156",36698.90048,28,4,1,2,70476.15143,"Elago"
"3157",23905.30302,75,4,9,8,139004.2975,"Belkin"
"3158",140918.7751,37,4,5,2,367644.9645,"Elago"
"3159",141911.2609,24,1,9,7,289701.9178,"Elago"
"3160",82453.11384,76,4,3,7,172647.2926,"Belkin"
"3161",139572.6104,25,4,13,5,376709.347,"Elago"
"3162",75781.5463,74,3,13,3,448358.2312,"Belkin"
"3163",130811.1408,75,3,9,4,5e+05,"Belkin"
"3164",102537.5612,72,3,13,5,203314.661,"Belkin"
"3165",118269.5455,24,2,9,3,185514.0876,"Elago"
"3166",100371.2066,54,3,3,1,372114.5502,"Belkin"
"3167",102175.476,53,2,14,7,41121.56971,"Belkin"
"3168",55284.20195,69,4,8,7,255692.4425,"Belkin"
"3169",118319.0936,48,4,7,7,318761.708,"Belkin"
"3170",107904.0039,59,2,6,1,43107.57158,"Belkin"
"3171",32307.70015,28,1,5,2,283941.1068,"Elago"
"3172",101888.5392,63,3,16,5,42942.12813,"Belkin"
"3173",104764.3481,40,2,2,3,2804.338032,"Belkin"
"3174",84105.16083,52,1,6,4,227422.7609,"Belkin"
"3175",43589.68223,43,3,2,2,84588.00698,"Elago"
"3176",52015.61915,25,3,2,7,238313.3406,"Elago"
"3177",36844.64533,80,3,5,8,90192.14151,"Belkin"
"3178",141809.0755,69,3,14,6,408780.4529,"Belkin"
"3179",131655.4229,50,3,17,1,208901.8149,"Elago"
"3180",122349.8585,64,2,20,6,488700.2316,"Belkin"
"3181",58917.54839,73,4,9,2,37282.81253,"Belkin"
"3182",83943.81689,20,4,9,0,279738.9538,"Elago"
"3183",72430.90459,24,2,7,1,453569.8135,"Belkin"
"3184",101182.9568,26,2,8,7,146468.5968,"Elago"
"3185",111283.526,77,1,17,7,475738.2734,"Belkin"
"3186",101592.893,47,2,19,8,352877.9464,"Belkin"
"3187",112924.0366,44,1,8,5,297975.0074,"Belkin"
"3188",35465.485,66,3,3,6,402904.9839,"Belkin"
"3189",24783.35813,56,1,6,1,252561.5938,"Belkin"
"3190",150000,56,1,6,7,375320.7966,"Belkin"
"3191",36532.48227,51,4,15,4,438115.2064,"Elago"
"3192",103835.2944,45,2,13,1,0,"Belkin"
"3193",88808.05074,65,3,15,3,251387.4229,"Belkin"
"3194",29717.91049,71,3,16,5,80537.4643,"Belkin"
"3195",27044.57826,32,4,8,4,85687.4185,"Elago"
"3196",75734.29273,69,1,12,7,78499.42319,"Belkin"
"3197",145112.3853,73,4,3,8,15798.23115,"Belkin"
"3198",106729.9279,54,1,20,7,370537.6494,"Belkin"
"3199",82493.35559,54,1,4,2,465963.0028,"Belkin"
"3200",24723.05471,57,1,16,6,159074.8914,"Belkin"
"3201",57619.44899,68,2,20,4,353220.0405,"Belkin"
"3202",68453.73705,66,4,8,6,454830.3406,"Belkin"
"3203",52913.30218,26,4,8,2,279986.3137,"Elago"
"3204",77989.59079,30,4,2,4,349815.92,"Belkin"
"3205",89063.6667,51,4,17,0,496693.4379,"Belkin"
"3206",39744.60567,64,2,12,1,418202.0434,"Belkin"
"3207",116909.1403,20,2,19,5,133782.1485,"Elago"
"3208",100537.8248,25,3,1,8,80701.82857,"Elago"
"3209",93751.40997,54,4,10,8,202234.3566,"Belkin"
"3210",90922.3866,76,2,17,3,46759.12062,"Belkin"
"3211",56214.09977,40,4,9,5,373785.6079,"Elago"
"3212",81107.66001,38,3,17,6,169078.5909,"Belkin"
"3213",62361.92765,27,2,2,1,355235.4282,"Elago"
"3214",110472.5164,78,3,3,3,98067.79268,"Belkin"
"3215",140791.0151,45,2,18,7,103943.7919,"Elago"
"3216",39548.11404,60,4,7,1,337215.2844,"Belkin"
"3217",134750.3227,41,2,19,4,350465.3708,"Elago"
"3218",97963.55347,55,4,16,5,191280.5483,"Belkin"
"3219",97175.11115,62,4,19,3,360085.9847,"Belkin"
"3220",94012.37288,78,3,19,2,499617.2122,"Belkin"
"3221",23241.92441,34,4,1,6,3454.241618,"Elago"
"3222",69145.4838,47,4,14,5,387909.6448,"Elago"
"3223",25384.07504,29,3,15,8,274712.9776,"Elago"
"3224",72434.34017,62,3,15,1,382323.2881,"Belkin"
"3225",141553.2447,40,2,11,2,103832.5432,"Elago"
"3226",136716.3372,35,1,7,5,405207.8807,"Elago"
"3227",26468.529,52,1,16,8,234574.7515,"Elago"
"3228",86318.10194,41,1,14,4,337993.8126,"Belkin"
"3229",136977.7006,36,4,9,6,164364.0582,"Elago"
"3230",150000,32,2,4,7,204987.9257,"Elago"
"3231",133497.2327,76,2,16,8,229260.8622,"Belkin"
"3232",102955.3141,67,1,2,2,149646.8885,"Belkin"
"3233",114283.1577,59,4,3,0,478563.5241,"Belkin"
"3234",52732.30612,25,3,13,0,15751.89216,"Elago"
"3235",37916.40299,68,3,18,3,25216.98972,"Belkin"
"3236",150000,47,1,4,5,160053.5534,"Elago"
"3237",43801.65003,43,2,8,2,15337.17014,"Elago"
"3238",67471.22737,32,2,6,0,393472.8652,"Belkin"
"3239",100940.1406,52,1,12,4,426437.1116,"Belkin"
"3240",55386.0723,65,4,17,8,376788.8433,"Belkin"
"3241",37620.29771,35,4,9,0,12594.33626,"Elago"
"3242",29948.80765,54,1,17,3,218626.8802,"Elago"
"3243",64465.57457,77,1,18,3,87808.48698,"Belkin"
"3244",147327.1024,62,1,13,7,19738.49574,"Belkin"
"3245",125296.8506,77,3,20,4,332720.8574,"Belkin"
"3246",54545.02375,20,3,20,0,137966.3636,"Elago"
"3247",102646.7695,58,3,18,1,225905.1417,"Belkin"
"3248",39076.07951,65,3,16,4,103360.5409,"Belkin"
"3249",142158.162,42,3,8,4,149063.1285,"Elago"
"3250",106954.0245,35,4,17,5,156633.8293,"Elago"
"3251",25406.27426,22,1,11,5,127685.2047,"Elago"
"3252",27352.77416,68,1,17,8,406955.4849,"Belkin"
"3253",37343.66664,51,4,3,1,300837.5102,"Elago"
"3254",118306.5142,34,2,11,4,74986.67311,"Elago"
"3255",80871.54791,59,1,5,7,47924.59338,"Belkin"
"3256",85242.30841,49,1,16,5,356308.8982,"Belkin"
"3257",20000,69,2,18,2,292311.8769,"Belkin"
"3258",69324.19747,80,2,2,4,31749.81052,"Belkin"
"3259",69157.45585,77,4,19,0,437854.5781,"Belkin"
"3260",109508.3855,26,4,17,7,304631.6637,"Elago"
"3261",52929.79279,52,4,20,4,284943.1038,"Elago"
"3262",134325.2429,35,1,3,2,103656.4648,"Elago"
"3263",37571.18584,78,2,20,5,275451.5049,"Belkin"
"3264",75549.09653,61,4,6,6,457016.3313,"Belkin"
"3265",133723.4444,49,3,17,1,42532.57291,"Elago"
"3266",143413.4518,72,1,20,4,221091.6325,"Belkin"
"3267",85325.99064,27,1,5,2,393789.8876,"Elago"
"3268",46346.32987,69,1,15,3,174097.073,"Belkin"
"3269",112888.5745,67,4,4,8,203435.7807,"Belkin"
"3270",143662.9174,24,4,20,5,334000.9763,"Elago"
"3271",58885.14585,52,4,19,3,236830.7015,"Elago"
"3272",53315.85162,30,4,1,7,127995.7369,"Elago"
"3273",71377.82836,30,3,17,8,402268.5538,"Belkin"
"3274",88539.59811,77,4,4,7,293494.7324,"Belkin"
"3275",65372.30978,70,4,15,0,382876.2868,"Belkin"
"3276",97925.94272,45,3,18,0,143984.8561,"Belkin"
"3277",36393.01726,21,4,2,0,313658.4083,"Elago"
"3278",100138.7228,75,1,3,3,197941.7497,"Belkin"
"3279",129578.7046,72,4,7,4,451826.7264,"Belkin"
"3280",39803.43196,26,4,19,7,149669.2078,"Elago"
"3281",142168.9343,65,3,10,8,73660.79722,"Belkin"
"3282",51444.5133,43,1,16,6,186909.98,"Elago"
"3283",35449.8942,61,2,4,5,68136.14685,"Belkin"
"3284",106886.515,53,1,7,3,405434.2874,"Belkin"
"3285",36231.63896,63,1,7,5,216594.1243,"Belkin"
"3286",148870.7311,59,2,8,7,448220.4003,"Belkin"
"3287",56001.20672,52,2,16,6,107293.2183,"Elago"
"3288",150000,25,4,18,6,427811.6304,"Elago"
"3289",62272.05745,56,2,7,2,332641.5521,"Elago"
"3290",150000,32,2,1,8,263079.8437,"Elago"
"3291",112868.9024,70,4,1,5,158124.8587,"Belkin"
"3292",100739.4185,58,2,3,2,173432.2536,"Belkin"
"3293",48465.78211,66,1,19,5,471601.7364,"Belkin"
"3294",70377.31367,42,1,15,6,112292.6761,"Elago"
"3295",108093.8475,28,1,11,7,181442.9782,"Elago"
"3296",100105.7854,46,3,10,3,355197.4571,"Belkin"
"3297",77115.81041,46,3,15,2,62565.82382,"Belkin"
"3298",36946.10198,46,3,1,1,222460.3968,"Elago"
"3299",103599.7064,35,3,1,1,211744.3992,"Elago"
"3300",70427.09279,62,1,6,7,305082.1461,"Belkin"
"3301",33417.38679,72,2,4,8,438929.2477,"Belkin"
"3302",99134.29988,66,1,5,3,444367.1364,"Belkin"
"3303",142798.2718,34,1,8,6,109728.6668,"Elago"
"3304",119291.2271,24,4,1,2,364882.3916,"Elago"
"3305",107416.6551,43,2,8,3,225179.0827,"Belkin"
"3306",118883.2828,41,1,5,4,162389.767,"Belkin"
"3307",127178.2444,30,1,5,5,168531.8567,"Elago"
"3308",110941.4248,56,1,17,2,397228.2157,"Belkin"
"3309",98865.90648,63,1,17,4,218184.1293,"Belkin"
"3310",95016.26603,62,2,17,0,84770.35947,"Belkin"
"3311",57784.71744,28,1,16,6,447823.9005,"Elago"
"3312",68617.82211,31,2,16,2,358245.1856,"Belkin"
"3313",50753.20374,71,2,12,3,156032.6083,"Belkin"
"3314",35051.22101,73,4,1,3,52807.721,"Belkin"
"3315",84943.89358,29,4,19,5,76558.15278,"Belkin"
"3316",82582.40164,67,3,6,6,424899.03,"Belkin"
"3317",49887.56186,24,4,12,6,128053.4426,"Elago"
"3318",46135.05143,77,1,4,3,116433.1225,"Belkin"
"3319",133149.5581,58,4,19,3,165146.3181,"Belkin"
"3320",20533.84534,35,1,15,2,158295.5107,"Elago"
"3321",96282.69552,41,4,14,4,170996.0469,"Belkin"
"3322",104598.8737,27,1,16,1,35110.36651,"Elago"
"3323",93876.61834,36,4,12,3,227482.3702,"Belkin"
"3324",24461.78723,45,3,10,4,373651.6154,"Elago"
"3325",96579.88872,76,2,10,1,312783.4403,"Belkin"
"3326",34021.316,43,1,12,1,75010.66281,"Elago"
"3327",38579.25353,73,1,5,1,407826.4936,"Belkin"
"3328",77637.91873,79,4,7,5,0,"Belkin"
"3329",88716.11255,57,3,18,4,433600.5192,"Belkin"
"3330",77596.08829,73,1,10,3,146710.0387,"Belkin"
"3331",150000,24,1,9,4,306360.3409,"Elago"
"3332",111190.4797,56,2,20,1,134509.4324,"Belkin"
"3333",23231.69913,48,1,12,6,79814.87834,"Elago"
"3334",140062.5126,36,4,18,8,264468.1944,"Elago"
"3335",104812.9743,51,2,16,4,167932.1699,"Belkin"
"3336",107120.8205,54,1,3,7,33774.34751,"Belkin"
"3337",83327.43392,54,3,10,0,378942.3566,"Belkin"
"3338",51233.81346,37,4,17,7,337102.6138,"Elago"
"3339",68886.28603,78,4,6,8,71778.9853,"Belkin"
"3340",145359.9332,73,4,1,4,11973.25864,"Belkin"
"3341",34461.51634,30,3,5,1,335696.5498,"Elago"
"3342",124094.5137,37,1,5,1,263329.0235,"Elago"
"3343",37893.66008,59,1,20,0,434298.1292,"Belkin"
"3344",50114.60752,57,1,18,6,332355.6643,"Belkin"
"3345",142231.7525,70,3,5,8,354265.2498,"Belkin"
"3346",134938.6776,39,1,9,1,321258.8251,"Elago"
"3347",94737.77894,28,3,17,1,320900.0317,"Belkin"
"3348",96756.43788,50,4,19,0,390898.3542,"Belkin"
"3349",125463.6475,39,3,10,6,52855.05112,"Belkin"
"3350",114733.8338,36,2,16,0,335951.7965,"Elago"
"3351",85382.73395,20,2,16,1,147222.4938,"Belkin"
"3352",65410.41677,65,4,9,7,101852.3847,"Belkin"
"3353",145396.0813,70,3,3,2,412375.1028,"Belkin"
"3354",83975.4637,38,2,7,7,312360.8463,"Belkin"
"3355",134697.2373,26,4,1,1,459169.1949,"Elago"
"3356",62812.66039,73,1,16,6,308848.325,"Belkin"
"3357",43202.13398,57,4,4,4,94521.56959,"Belkin"
"3358",108235.2348,67,1,20,8,266908.4668,"Belkin"
"3359",43670.4271,76,4,13,8,30821.93816,"Belkin"
"3360",31392.75671,46,3,4,0,395469.0376,"Elago"
"3361",80960.69265,25,3,16,1,484594.1839,"Elago"
"3362",145832.9555,65,1,6,4,464412.6502,"Belkin"
"3363",119519.3588,41,2,1,7,94936.78084,"Belkin"
"3364",26112.68949,44,4,7,6,435236.6253,"Elago"
"3365",46694.40557,60,2,16,3,109984.1991,"Belkin"
"3366",22008.52133,50,1,5,1,194614.4712,"Elago"
"3367",78824.88817,63,1,5,3,284636.7239,"Belkin"
"3368",36277.02672,48,2,20,3,68098.86551,"Elago"
"3369",74584.65489,25,1,13,5,91555.37803,"Belkin"
"3370",72875.17737,59,2,17,6,83264.29747,"Belkin"
"3371",113433.6778,35,1,8,0,310269.7609,"Elago"
"3372",58920.03086,43,4,5,1,18644.09624,"Elago"
"3373",46599.34614,77,2,6,4,306460.6563,"Belkin"
"3374",68880.87782,47,1,10,1,130923.3164,"Elago"
"3375",32230.49085,55,1,13,5,214525.454,"Elago"
"3376",94914.61592,65,3,3,1,134597.9658,"Belkin"
"3377",124770.8982,61,3,5,2,223930.5126,"Belkin"
"3378",48416.97191,20,3,17,6,441610.459,"Elago"
"3379",71424.62986,72,3,17,2,400662.0137,"Belkin"
"3380",107126.6368,29,3,20,0,54661.19676,"Elago"
"3381",116913.8816,33,4,2,8,40333.8022,"Elago"
"3382",133293.0406,34,3,19,8,378040.2025,"Elago"
"3383",47618.29453,60,1,7,1,446536.5781,"Belkin"
"3384",86608.63191,80,3,7,3,162555.3093,"Belkin"
"3385",35142.56366,67,1,9,7,58774.08719,"Belkin"
"3386",135258.8686,65,3,20,8,256290.4156,"Belkin"
"3387",103138.341,25,4,1,1,66937.61027,"Elago"
"3388",121077.8705,26,4,7,8,361907.5014,"Elago"
"3389",59819.165,69,1,5,4,246473.5472,"Belkin"
"3390",60885.41931,59,2,3,4,323733.1559,"Elago"
"3391",150000,43,3,5,3,299025.1845,"Elago"
"3392",128314.8667,20,2,8,7,222171.8477,"Elago"
"3393",70841.12891,36,3,7,0,155042.3393,"Belkin"
"3394",132964.5724,80,2,11,7,77038.63252,"Belkin"
"3395",118802.9089,32,3,4,4,102491.2305,"Elago"
"3396",145277.7213,70,4,18,1,485608.2771,"Belkin"
"3397",95044.07241,25,2,12,3,89469.04708,"Belkin"
"3398",21760.93898,58,3,12,2,465900.3139,"Belkin"
"3399",64235.8948,75,4,3,4,324628.0943,"Belkin"
"3400",133562.2576,57,2,16,4,20444.27422,"Belkin"
"3401",138416.1344,75,4,16,6,259209.222,"Belkin"
"3402",123864.5997,40,3,2,3,318390.0644,"Belkin"
"3403",145164.7501,56,1,14,6,396499.7332,"Belkin"
"3404",97613.63003,32,2,2,0,292305.1402,"Belkin"
"3405",85385.02389,38,1,1,5,30254.10089,"Belkin"
"3406",29530.03024,31,3,8,0,275864.5496,"Elago"
"3407",53782.25521,44,1,15,4,266739.5744,"Elago"
"3408",139598.2621,67,4,8,3,204995.3593,"Belkin"
"3409",80186.5699,51,2,20,6,155637.0675,"Belkin"
"3410",23412.58374,40,4,19,5,258763.7728,"Elago"
"3411",45195.83065,73,2,2,2,135740.6137,"Belkin"
"3412",42307.72428,23,1,18,1,137181.8255,"Elago"
"3413",113245.6463,27,2,2,8,417452.7978,"Elago"
"3414",123628.4307,34,2,6,8,228939.7854,"Elago"
"3415",104733.1197,38,3,12,4,63024.17226,"Elago"
"3416",147137.0928,68,3,10,2,224301.3847,"Belkin"
"3417",22994.72639,68,2,12,0,95573.60109,"Belkin"
"3418",120837.5493,51,2,11,6,185695.3294,"Belkin"
"3419",84213.02931,76,3,1,6,310327.4397,"Belkin"
"3420",31018.01806,35,3,6,0,120283.1917,"Elago"
"3421",42138.83519,70,4,3,5,147806.5322,"Belkin"
"3422",44006.79318,60,1,3,0,454758.0344,"Belkin"
"3423",59880.87239,28,4,13,8,135329.7925,"Elago"
"3424",136345.9731,80,2,20,2,26893.95202,"Belkin"
"3425",84457.32038,79,2,19,7,409249.3793,"Belkin"
"3426",96825.59605,42,1,15,8,463111.1998,"Belkin"
"3427",79744.12348,34,2,3,6,188402.0147,"Belkin"
"3428",143266.2629,20,2,20,7,47752.15657,"Elago"
"3429",150000,73,2,19,0,325347.1169,"Belkin"
"3430",132993.8029,30,4,17,6,82974.23206,"Elago"
"3431",40555.62506,72,4,1,7,145868.4412,"Belkin"
"3432",149828.0408,71,3,15,8,233262.3019,"Belkin"
"3433",80807.14106,77,3,5,3,42415.60446,"Belkin"
"3434",20512.4871,39,3,9,1,371972.2313,"Elago"
"3435",69614.05326,77,1,8,7,255930.2817,"Belkin"
"3436",75471.3766,36,3,17,3,290769.7029,"Belkin"
"3437",114305.9688,22,4,13,5,383973.0015,"Elago"
"3438",133462.1381,34,3,5,8,499772.6225,"Elago"
"3439",128530.9196,55,2,3,4,477051.8375,"Elago"
"3440",58714.77123,58,3,1,1,158286.9976,"Belkin"
"3441",45345.43473,48,3,19,7,168954.0006,"Elago"
"3442",124857.4049,44,1,5,8,169866.5572,"Belkin"
"3443",101313.7437,39,4,10,4,47426.07332,"Belkin"
"3444",45409.30349,60,2,17,4,28046.83642,"Belkin"
"3445",85365.39137,77,3,7,0,126077.3625,"Belkin"
"3446",37341.90316,27,4,14,8,211915.4185,"Elago"
"3447",135421.3244,65,2,18,2,271846.1433,"Belkin"
"3448",134096.6672,49,3,17,8,82909.66461,"Elago"
"3449",129902.7406,34,4,14,7,167715.0047,"Elago"
"3450",38590.10506,20,3,17,1,94967.3057,"Elago"
"3451",120189.9826,22,4,14,2,470137.5624,"Elago"
"3452",87992.68086,44,2,20,3,270606.475,"Belkin"
"3453",74715.57728,74,2,13,8,416199.0994,"Belkin"
"3454",52808.15936,61,2,20,3,20252.89325,"Belkin"
"3455",145144.0765,43,3,19,8,354657.6474,"Elago"
"3456",48912.37442,36,1,4,6,316699.0802,"Elago"
"3457",105178.4011,76,1,5,0,136688.7784,"Belkin"
"3458",58218.91217,39,4,6,1,0,"Elago"
"3459",100181.5649,66,2,11,4,471850.7786,"Belkin"
"3460",125208.0295,44,3,6,4,413608.3241,"Belkin"
"3461",118020.407,68,4,10,4,245292.8652,"Belkin"
"3462",32326.05668,49,2,6,5,201370.9266,"Elago"
"3463",52694.07833,44,2,9,2,179484.7546,"Elago"
"3464",103372.8303,24,1,20,6,3619.357444,"Elago"
"3465",91983.23774,65,4,8,4,50510.14048,"Belkin"
"3466",121164.428,41,4,6,5,290670.2101,"Belkin"
"3467",98846.28093,34,2,6,6,19084.85065,"Belkin"
"3468",39186.62027,29,2,18,7,99178.07348,"Elago"
"3469",124273.6164,51,3,10,1,491961.1458,"Belkin"
"3470",127442.4706,77,1,16,2,286532.0036,"Belkin"
"3471",26484.50359,66,1,10,7,338303.8014,"Belkin"
"3472",101701.6432,68,1,9,3,62635.11175,"Belkin"
"3473",38762.8156,77,1,4,5,329359.2113,"Belkin"
"3474",58212.09796,49,2,6,8,150336.2279,"Elago"
"3475",75516.37981,35,1,18,2,250679.0027,"Belkin"
"3476",63257.17425,20,4,3,8,169169.3182,"Elago"
"3477",48185.88038,40,2,3,0,59392.85835,"Elago"
"3478",134684.7873,35,2,10,2,202216.3381,"Elago"
"3479",116962.3316,38,3,13,4,225300.5894,"Elago"
"3480",34426.45198,78,1,5,2,5e+05,"Belkin"
"3481",142778.0983,58,1,11,8,393908.4136,"Belkin"
"3482",103436.7954,54,1,9,5,215294.9737,"Belkin"
"3483",122491.1643,61,1,2,4,251447.586,"Belkin"
"3484",28787.24436,43,1,10,4,92412.82158,"Elago"
"3485",99409.39166,60,3,13,1,469174.013,"Belkin"
"3486",28408.14758,72,3,9,4,232647.2047,"Belkin"
"3487",144251.138,70,3,19,1,430967.8959,"Belkin"
"3488",65267.56323,20,4,20,8,361959.5086,"Elago"
"3489",23651.49349,80,1,9,6,289847.3777,"Belkin"
"3490",43733.14914,31,3,3,8,89969.74715,"Elago"
"3491",47838.31962,40,1,6,7,68260.53557,"Elago"
"3492",112708.1005,35,2,9,7,354599.903,"Elago"
"3493",51420.69745,72,1,5,5,98634.11395,"Belkin"
"3494",148303.9162,61,2,18,1,57795.40344,"Belkin"
"3495",141156.8978,29,3,7,0,496505.9083,"Elago"
"3496",87817.04577,21,3,8,0,209642.2545,"Elago"
"3497",84260.46286,79,1,11,0,405312.264,"Belkin"
"3498",89081.08941,23,1,1,6,223649.976,"Belkin"
"3499",107668.3742,56,3,11,5,341489.3857,"Belkin"
"3500",147783.9142,64,3,18,8,126473.5649,"Belkin"
"3501",49067.73776,56,1,5,0,218126.5226,"Belkin"
"3502",57426.22787,46,4,16,0,182910.3052,"Elago"
"3503",30281.72564,54,3,7,3,114880.6843,"Elago"
"3504",132790.2185,37,1,12,3,353396.126,"Elago"
"3505",29406.22509,33,3,4,5,140113.3789,"Elago"
"3506",80386.18881,30,3,8,2,16821.65602,"Belkin"
"3507",94165.93581,50,2,18,8,441473.718,"Belkin"
"3508",95537.78973,55,1,18,6,445500.3522,"Belkin"
"3509",148232.4643,51,3,2,0,353747.0653,"Elago"
"3510",95557.34469,20,3,11,3,155218.0787,"Elago"
"3511",134117.2224,58,4,1,7,440430.773,"Belkin"
"3512",85437.50709,67,3,10,1,89299.79469,"Belkin"
"3513",108095.0641,54,2,4,6,267614.0924,"Belkin"
"3514",40145.04916,43,1,8,1,142564.9054,"Elago"
"3515",75995.75339,38,2,2,8,400105.7303,"Belkin"
"3516",115445.4092,63,4,2,2,181035.1076,"Belkin"
"3517",41465.60785,38,1,10,2,124565.5171,"Elago"
"3518",116982.0569,34,4,15,4,205172.7165,"Elago"
"3519",98430.07403,51,2,14,5,191543.9028,"Belkin"
"3520",64659.9905,33,2,19,1,149581.8282,"Elago"
"3521",46323.05421,39,2,14,4,282405.5964,"Elago"
"3522",72734.39413,75,1,18,7,424644.8452,"Belkin"
"3523",35481.36703,49,3,3,5,97873.92388,"Elago"
"3524",125189.157,43,4,8,4,271943.0743,"Belkin"
"3525",100293.7423,67,2,12,4,341366.1381,"Belkin"
"3526",62881.38133,29,2,16,7,328409.2477,"Elago"
"3527",97215.44029,29,4,7,0,89815.71076,"Belkin"
"3528",116955.3097,58,2,9,5,214678.677,"Belkin"
"3529",55642.92292,58,2,19,4,327117.6814,"Belkin"
"3530",52681.99086,75,2,13,1,270574.3104,"Belkin"
"3531",46247.43162,46,2,16,6,383171.9134,"Elago"
"3532",87738.21119,67,1,19,4,481173.7237,"Belkin"
"3533",104589.8069,80,4,2,0,14094.08939,"Belkin"
"3534",36926.80839,79,1,15,0,212342.2754,"Belkin"
"3535",44638.33724,21,3,2,7,380798.3031,"Elago"
"3536",34559.95223,45,3,12,0,362937.4997,"Elago"
"3537",26837.13196,30,4,5,5,140519.7147,"Elago"
"3538",65713.73828,62,3,9,0,202690.5976,"Belkin"
"3539",143168.9529,55,2,3,0,50339.95269,"Elago"
"3540",132887.7195,35,1,7,4,299467.3284,"Elago"
"3541",41627.33883,69,2,12,5,352742.6828,"Belkin"
"3542",150000,69,4,17,0,80684.11052,"Belkin"
"3543",141446.6415,57,2,16,5,273818.0333,"Belkin"
